Name,Set,Market $,Prices,Qty,TCG ID,Location,Date,
N's Plan 170/086 SIR BLK,Black Bolt,$60.00,"NM $62.58 (last sold 61.10, 62.25, 61.35) · LP $62.97 (last sold 62.97) · eBay $56.50 (last sold 62.50, 45.00, 64.99)",2,"642,622",,2026-05-12,
Surfer 293/217 SIR ASC,Ascended Heroes,$29.18,"NM $28.77 (last sold 28.70, 28.68, 30.00)",4,"676,105",,2026-05-12,
Galarian Zapdos V 174/198 Alt Art CRE,Chilling Reign,$48.43,"NM $55.19 (last sold 55.25, 62.99, 59.58) · LP $50.59 (last sold 56.69, 49.07, 46.01) · eBay $33.74 (last sold 15.00, 2.72, 29.00)",1,"241,747",,2026-05-12,
Team Rocket's Giovanni 238/182 SIR DRI,Destined Rivals,$32.90,"NM $36.23 (last sold 35.88, 36.74, 35.99) · LP $41.94 (last sold 41.94) · eBay $33.04 (last sold 40.21, 27.11, 30.00)",1,"633,038",,2026-05-12,
Horsea 067/064 IR SFA,Shrouded Fable,$53.87,"NM $53.60 (last sold 52.36, 52.41, 48.99) · LP $44.85 (last sold 74.90, 29.98, 29.67) · MP $18.14 (last sold 18.14) · HP $14.50 (last sold 14.50) · eBay $76.59 (last sold 57.16, 50.00, 188.77)",2,"560,378",,2026-05-12,
Hop's Zacian ex 186/159 SIR JTG,Journey Together,$35.74,"NM $35.99 (last sold 35.95, 36.63, 36.00) · LP $33.94 (last sold 34.81, 32.50, 34.50) · eBay $32.23 (last sold 30.97, 28.00, 32.00)",1,"623,613",,2026-05-12,
Mega Emboar ex 273/217 SIR ASC,Ascended Heroes,$75.76,"NM $74.51 (last sold 70.01, 80.06, 80.90) · LP $80.00 (last sold 80.00) · eBay $78.56 (last sold 68.00, 86.68, 95.00)",1,"676,085",,2026-05-12,
Canari 291/217 SIR ASC,Ascended Heroes,$47.91,"NM $45.33 (last sold 46.00, 44.60, 45.27)",1,"676,103",,2026-05-12,
Acerola's Mischief 183/132 SIR MEG,Mega Evolution,$37.92,"NM $38.28 (last sold 46.49, 37.98, 37.00) · LP $39.58 (last sold 39.58) · eBay $31.20 (last sold 33.00, 28.00, 30.00)",4,"654,522",,2026-05-12,
Dawn 129/094 SIR PFL,Phantasmal Flames,$31.31,"NM $30.54 (last sold 29.25, 29.25, 29.25) · LP $29.24 (last sold 27.50, 30.99) · eBay $29.40 (last sold 25.00, 28.99, 28.99)",3,"662,150",,2026-05-12,
Miraidon ex 244/198 SIR SVI,Scarlet & Violet Base Set,$22.14,"NM $26.05 (last sold 25.51, 25.50, 25.59) · LP $21.94 (last sold 21.77, 22.10) · eBay $22.30 (last sold 22.99, 18.50, 27.00)",1,"485,259",,2026-05-12,
Scraggy 138/086 IR WHT,White Flare,$11.62,"NM $15.58 (last sold 16.00, 16.00, 16.99) · LP $14.46 (last sold 14.40, 13.99, 14.99) · eBay $16.09 (last sold 14.95, 17.00, 15.50)",1,"642,251",,2026-05-12,
Kieran 218/167 SIR TWM,Twilight Masquerade,$32.98,"NM $33.25 (last sold 32.67, 33.70, 29.99) · LP $26.33 (last sold 25.20, 27.46) · eBay $30.79 (last sold 34.98, 29.00, 27.99)",1,"550,262",,2026-05-12,
Machamp VMAX 194/189 Rainbow ASR,Astral Radiance,$16.05,"NM $16.05 (last sold 15.45, 15.99, 15.69) · HP $8.99 (last sold 8.99) · eBay $9.40 (last sold 14.62, 9.14, 4.25)",1,"272,448",,2026-05-12,
Scizor 205/197 IR OBF,Obsidian Flames,$17.74,"NM $16.99 (last sold 19.99, 8.21, 17.99) · LP $14.73 (last sold 15.48, 13.99) · eBay $11.30 (last sold 12.50, 10.99, 10.00)",1,"509,952",,2026-05-12,
Magearna XY186 TCG PR,XY186 - XY Promos,$26.01,"NM $26.75 (last sold 28.20, 28.21, 28.21) · LP $25.50 (last sold 25.00, 25.00, 25.00) · MP $21.74 (last sold 26.62, 21.38, 19.99) · HP $15.99 (last sold 15.99) · eBay $27.56 (last sold 22.05, 29.99, 29.99)",1,"127,138",,2026-05-12,
Chien-Pao ex 261/193 SIR PAL,Paldea Evolved,$22.10,"NM $26.41 (last sold 24.46, 24.00, 25.99) · LP $24.79 (last sold 26.18, 21.72, 24.49) · eBay $22.27 (last sold 20.00, 25.36, 25.00)",1,"497,680",,2026-05-12,
Pikachu EX XY84 PR,XY84 - XY Promos,$12.88,"NM $61.80 (last sold 65.99, 64.99, 60.71) · LP $44.70 (last sold 46.74, 49.75, 45.00) · MP $22.85 (last sold 25.60, 21.99, 24.99) · HP $20.75 (last sold 19.99, 22.99, 24.80) · eBay $43.42 (last sold 66.92, 32.00, 31.00)",1,"108,614",,2026-05-12,
Houndoom 066/064 IR SFA,Shrouded Fable,$43.36,"NM $43.66 (last sold 45.94, 44.51, 39.06) · LP $39.59 (last sold 39.19, 40.00) · eBay $46.19 (last sold 54.99, 41.75, 48.00)",1,"560,377",,2026-05-12,
Meloetta ex 167/086 SIR BLK,Black Bolt,$40.17,"NM $39.66 (last sold 41.25, 39.99, 43.99) · LP $37.99 (last sold 37.99) · eBay $36.09 (last sold 37.00, 40.99, 34.01)",1,"642,619",,2026-05-12,
Mimikyu -160/091 160/091 Shiny PAF,Paldean Fates,$61.00,"NM $61.72 (last sold 46.00, 57.98, 57.98) · LP $43.60 (last sold 27.30, 29.09, 60.00)",1,"534,683",,2026-05-12,
Zygarde EX 54a/124 PR,54a/124 - Alternate Art Promos,$45.06,"NM $46.39 (last sold 43.21, 38.99, 38.00) · LP $30.56 (last sold 32.00, 24.20, 30.62) · MP $21.30 (last sold 21.95, 21.95, 20.00) · HP $18.00 (last sold 18.00, 18.00) · eBay $40.58 (last sold 46.00, 32.89, 36.00)",1,"131,698",,2026-05-12,
Team Rocket's Meowth 203/182 IR DRI,Destined Rivals,$29.94,"NM $29.62 (last sold 31.33, 29.70, 29.72) · LP $28.20 (last sold 28.20) · eBay $28.80 (last sold 45.00, 24.00, 20.00)",1,"633,003",,2026-05-12,
Eevee 173 SVP,Scarlet & Violet Promo Cards,$94.72,"NM $94.25 (last sold 89.91, 94.50, 94.99) · LP $79.25 (last sold 83.81, 76.97, 76.96) · eBay $34.49 (last sold 13.00, 109.99, 15.95)",1,"610,757",,2026-05-12,
Mega Scrafty ex 285/217 SIR ASC,Ascended Heroes,$78.14,"NM $78.36 (last sold 70.00, 75.00, 75.00) · LP $65.27 (last sold 65.27) · eBay $71.48 (last sold 84.99, 64.50, 62.97)",4,"676,097",,2026-05-12,
Iono's Bellibolt ex 279/217 SIR ASC,Ascended Heroes,$79.57,"NM $80.58 (last sold 79.66, 80.00, 77.00) · LP $78.91 (last sold 78.12, 83.67, 74.95) · eBay $74.16 (last sold 68.00, 67.00, 64.80)",1,"676,091",,2026-05-12,
Unown (D) D/28 UF,Unseen Forces,$19.83,"NM no recent (sold 49.69 on 3/13, 49.70 on 2/3, 18.09 on 1/25) · LP no recent (sold 19.81 on 2/18, 19.69 on 1/29, 20.00 on 1/29) · MP no recent (sold 14.99 on 3/25, 27.80 on 2/26) · eBay $18.89 (last sold 14.99, 27.49, 14.00)",1,"90,171",,2026-05-12,
Carmine 217/167 SIR TWM,Twilight Masquerade,$76.45,"NM $78.93 (last sold 75.00, 75.00, 74.99) · LP $57.61 (last sold 74.99, 50.00, 57.84) · MP $48.00 (last sold 48.00) · eBay $69.40 (last sold 75.00, 69.99, 72.00)",1,"550,261",,2026-05-12,
Kirlia 212/198 IR SVI,Scarlet & Violet Base Set,$45.17,"NM $52.36 (last sold 55.76, 52.99, 36.88) · LP $46.53 (last sold 40.00, 50.00, 49.59) · eBay $53.19 (last sold 45.00, 50.74, 52.19)",1,"490,072",,2026-05-12,
Manectric ex 101/107 UR DX,Deoxys,$29.72,"NM no recent (sold 92.00 on 3/17) · LP $78.47 (last sold 78.47) · MP no recent (sold 79.99 on 4/9, 37.01 on 2/27, 38.79 on 1/24) · HP no recent (sold 49.99 on 4/11, 50.40 on 4/9)",1,"87,167",,2026-05-12,
Mega Venusaur ex 177/132 SIR MEG,Mega Evolution,$152.24,"NM $152.33 (last sold 134.97, 151.97, 136.20) · LP $148.00 (last sold 148.00) · eBay $137.98 (last sold 110.00, 175.00, 140.00)",1,"654,516",,2026-05-12,
Snorlax VMAX 206/202 Rainbow SS,Sword & Shield Base Set,$87.79,"NM $89.28 (last sold 90.00, 77.69, 90.00) · LP $75.00 (last sold 75.00) · MP $55.99 (last sold 52.50, 59.48) · HP $49.85 (last sold 49.85) · eBay $67.43 (last sold 68.94, 72.36, 68.75)",1,"208,459",,2026-05-12,
Iris's Fighting Spirit 292/217 SIR ASC,Ascended Heroes,$42.61,"NM $42.34 (last sold 41.12, 39.99, 41.12)",2,"676,104",,2026-05-12,
Armaldo 1/100 Promo MCAP,1/100 (Prerelease) - Miscellaneous Cards & Products,$100.00,"NM no recent (sold 119.97 on 4/9, 86.25 on 3/21, 75.00 on 1/12) · LP $83.90 (last sold 100.00, 67.79)",1,"282,797",,2026-05-12,
Larvesta 099/086 IR BLK,Black Bolt,$11.73,"NM $11.67 (last sold 13.93, 13.41, 11.50) · LP $9.87 (last sold 11.69, 9.02, 9.50) · MP $6.00 (last sold 6.00) · eBay $7.10 (last sold 10.00, 9.99, 3.25)",4,"642,552",,2026-05-12,
M Pidgeot EX 65/108 UR EVO,XY - Evolutions,$4.87,"NM $4.48 (last sold 4.68, 3.60, 3.59)",1,"124,078",,2026-05-12,
Palpitoad 104/086 IR BLK,Black Bolt,$8.28,"NM $8.29 (last sold 8.50, 7.14, 7.66)",1,"642,557",,2026-05-12,
Misdreavus 233/217 IR ASC,Ascended Heroes,$6.52,"NM $6.81 (last sold 7.00, 6.99, 6.95)",1,"676,045",,2026-05-12,
Basic Psychic Energy 207/165 HR MEW,Scarlet & Violet 151,$5.96,"NM $6.00 (last sold 6.12, 3.99, 3.99)",4,"517,053",,2026-05-12,
Pignite 097/086 IR WHT,White Flare,$8.81,"NM $10.44 (last sold 9.85, 14.97, 10.19)",1,"642,212",,2026-05-12,
Skarmory 209/191 IR SSP,Surging Sparks,$10.44,"NM $10.48 (last sold 11.59, 10.08, 10.70)",1,"590,052",,2026-05-12,
Mega Diancie ex 267/217 Mega Attack Rare ASC,Ascended Heroes,$11.80,"NM $11.85 (last sold 11.78, 10.47, 11.99)",1,"676,079",,2026-05-12,
Arven 235/091 SIR PAF,Paldean Fates,$9.74,"NM $9.78 (last sold 11.22, 11.19, 11.19)",2,"535,095",,2026-05-12,
Hilda 164/086 UR WHT,White Flare,$15.57,"NM $15.79 (last sold 14.10, 14.64, 22.99)",2,"642,281",,2026-05-12,
Riolu 010 MEP,Mega Evolution Promo,$11.70,"NM $11.70 (last sold 13.99, 13.06, 12.99)",1,"656,260",,2026-05-12,
Nessa 196/185 Rainbow VIV,Vivid Voltage,$9.26,"NM $11.99 (last sold 12.88, 10.00, 11.02)",1,"226,525",,2026-05-12,
Vanillite 111/086 IR WHT,White Flare,$13.19,"NM $13.27 (last sold 14.99, 15.90, 10.00)",1,"642,223",,2026-05-12,
Ferrothorn 149/086 IR WHT,White Flare,$12.31,"NM $12.26 (last sold 12.32, 12.33, 12.29)",1,"642,260",,2026-05-12,
Gimmighoul 198/182 IR PAR,Paradox Rift,$14.53,"NM $14.53 (last sold 15.99, 13.49, 17.37)",1,"523,879",,2026-05-12,
Lechonk 209/197 IR OBF,Obsidian Flames,$13.52,"NM $13.81 (last sold 13.29, 15.20, 12.00)",1,"509,957",,2026-05-12,
Dudunsparce (Master Ball Pattern) 080/131 PRE,Prismatic Evolutions,$11.39,"NM $15.40 (last sold 14.06, 17.10, 23.84)",1,"610,695",,2026-05-12,
Victreebel 13/92 Holo Rare LM,Legend Maker,$4.14,"NM $23.92 (last sold 29.99, 17.85) · LP $14.01 (last sold 15.99, 14.00, 13.99) · MP $11.98 (last sold 12.00, 8.89, 10.00) · HP no recent (sold 8.95 on 4/5, 12.90 on 4/2, 9.99 on 4/2) · eBay $16.45 (last sold 38.99, 19.99, 7.99)",1,"90,363",,2026-05-12,
Archaludon ex 241/191 SIR SSP,Surging Sparks,$12.97,"NM $12.87 (last sold 12.31, 12.21, 12.27)",1,"589,869",,2026-05-12,
Okidogi 074/064 IR SFA,Shrouded Fable,$17.46,"NM $17.55 (last sold 14.14, 17.91, 19.69)",1,"560,385",,2026-05-12,
Jamming Tower SV10 HR DRI,Destined Rivals,$12.19,"NM $12.28 (last sold 14.99, 12.64, 10.86)",1,"633,043",,2026-05-12,
Yamper SV039/SV122 SHFSV,Shiny Vault,$5.98,"NM $15.73 (last sold 20.00, 21.00, 17.98)",1,"232,395",,2026-05-12,
Lampent 102/086 IR WHT,White Flare,$12.76,"NM $12.74 (last sold 12.79, 12.50, 12.50)",1,"642,550",,2026-05-12,
Caitlin 213/198 Rainbow CRE,Chilling Reign,$15.46,,1,"241,822",,2026-05-12,
Golduck (50a) 50a AQ,Aquapolis,$3.52,"NM no recent (sold 20.00 on 3/21, 20.00 on 3/21, 15.62 on 2/22) · LP $24.52 (last sold 15.60, 12.95, 45.00) · MP $9.38 (last sold 9.21, 5.60, 11.35) · HP no recent (sold 3.69 on 4/4, 24.99 on 3/31, 3.69 on 3/19) · eBay $20.79 (last sold 8.99, 45.00, 14.99)",1,"85,813",,2026-05-12,
Mabosstiff 218/198 IR SVI,Scarlet & Violet Base Set,$6.26,"NM $6.33 (last sold 3.25, 5.83, 6.42)",1,"490,076",,2026-05-12,
Hisuian Zoroark VSTAR 203/196 Rainbow LOR,Lost Origin,$6.98,"NM $7.25 (last sold 7.20, 5.51, 7.00)",1,"284,158",,2026-05-12,
Elgyem 120/086 IR BLK,Black Bolt,$8.98,"NM $8.99 (last sold 8.50, 9.50, 7.99)",1,"642,575",,2026-05-12,
257/217 ASC,,,,2,"676,069",,2026-05-12,
Clauncher 205/198 IR SVI,Scarlet & Violet Base Set,$7.74,"NM $7.90 (last sold 8.32, 7.20, 8.00)",1,"490,066",,2026-05-12,
Basculin 108/086 IR WHT,White Flare,$5.87,"NM $5.93 (last sold 5.25, 6.67, 8.49)",1,"642,220",,2026-05-12,
Carracosta 107/086 IR BLK,Black Bolt,$8.31,"NM $8.36 (last sold 8.19, 8.29, 8.00)",1,"642,560",,2026-05-12,
Rabsca 215/193 IR PAL,Paldea Evolved,$6.16,"NM $6.12 (last sold 6.00, 4.95, 4.84)",1,"497,618",,2026-05-12,
Simisage 090/086 IR BLK,Black Bolt,$6.83,"NM $7.96 (last sold 8.26, 9.57, 7.79)",3,"642,539",,2026-05-12,
Larry's Staraptor 249/217 IR ASC,Ascended Heroes,$5.04,"NM $5.04 (last sold 4.99, 4.90, 5.14)",1,"676,061",,2026-05-12,
Team Rocket's Spidops 187/182 IR DRI,Destined Rivals,$6.95,"NM $6.94 (last sold 7.28, 4.41, 9.08)",1,"632,987",,2026-05-12,
Duraludon VMAX 219/203 Rainbow EVS,Evolving Skies,$6.48,"NM $7.15 (last sold 5.95, 7.50, 6.00)",1,"246,752",,2026-05-12,
Erika's Invitation 196/165 UR MEW,Scarlet & Violet 151,$10.42,"NM $10.20 (last sold 8.00, 5.39, 10.00)",1,"517,176",,2026-05-12,
Whimsicott (Master Ball Pattern) 008/131 PRE,Prismatic Evolutions,$10.07,"NM $11.78 (last sold 11.32, 12.36, 10.99)",1,"610,643",,2026-05-12,
Exeggutor (Master Ball Pattern) 002/131 PRE,Prismatic Evolutions,$10.50,"NM $10.47 (last sold 10.99, 10.56, 9.42)",1,"610,638",,2026-05-12,
Noctowl (Master Ball Pattern) 078/131 PRE,Prismatic Evolutions,$8.43,"NM $8.97 (last sold 10.55, 8.11, 9.99)",1,"610,693",,2026-05-12,
Sandile 135/086 IR BLK,Black Bolt,$10.32,"NM $10.28 (last sold 9.99, 9.25, 9.24)",1,"642,590",,2026-05-12,
Nemona 238/091 SIR PAF,Paldean Fates,$6.54,"NM $6.53 (last sold 7.48, 7.49, 7.49)",4,"535,104",,2026-05-12,
Girafarig 058/144 SK,Skyridge,$6.69,"NM $13.30 (last sold 13.96, 13.96, 11.99) · LP $7.26 (last sold 8.00, 9.02, 5.44) · MP $4.97 (last sold 4.97) · HP $6.00 (last sold 6.00) · eBay $8.86 (last sold 15.00, 5.31, 5.43)",1,"85,727",,2026-05-12,
Throh 128/086 IR BLK,Black Bolt,$6.18,"NM $6.11 (last sold 6.75, 6.26, 6.26)",1,"642,583",,2026-05-12,
Vileplume 094/091 Shiny PAF,Paldean Fates,$5.02,"NM $6.74 (last sold 7.11, 5.99, 7.49)",1,"534,462",,2026-05-12,
Arven 249/198 SIR SVI,Scarlet & Violet Base Set,$4.56,"NM $5.41 (last sold 4.25, 5.00, 5.59)",1,"490,292",,2026-05-12,
Exeggcute 192/191 IR SSP,Surging Sparks,$7.08,"NM $7.04 (last sold 5.49, 6.76, 7.00)",1,"589,941",,2026-05-12,
Aromatisse (Master Ball Pattern) 039/131 PRE,Prismatic Evolutions,$6.42,"NM $6.43 (last sold 6.33, 5.25, 6.99)",2,"610,663",,2026-05-12,
Janine's Secret Art 088/064 UR SFA,Shrouded Fable,$6.18,"NM $6.16 (last sold 5.50, 6.37, 7.75)",1,"560,399",,2026-05-12,
Arven 235/198 UR SVI,Scarlet & Violet Base Set,$3.73,"NM $3.56 (last sold 4.31, 3.50, 3.45)",1,"490,093",,2026-05-12,
73/131 SM06,,,,1,"165,725",,2026-05-12,
Archen 131/086 IR WHT,White Flare,$6.30,"NM $6.22 (last sold 6.29, 7.50, 5.76)",1,"642,244",,2026-05-12,
Scream Tail (Master Ball Pattern) 042/131 PRE,Prismatic Evolutions,$7.71,"NM $7.74 (last sold 7.70, 9.00, 8.99)",1,"610,665",,2026-05-12,
68/114 STS,,,,1,"121,197",,2026-05-12,
Blitzle 195/182 IR PAR,Paradox Rift,$6.57,"NM $8.30 (last sold 6.55, 8.10, 11.59)",1,"523,876",,2026-05-12,
Skwovet 222/198 IR SVI,Scarlet & Violet Base Set,$4.24,"NM $8.31 (last sold 7.64, 7.64, 5.99)",2,"490,080",,2026-05-12,
Zweilous 147/086 IR WHT,White Flare,$9.92,"NM $10.04 (last sold 7.99, 11.99, 9.73)",1,"642,258",,2026-05-12,
Tapu Bulu 065/064 IR SFA,Shrouded Fable,$8.26,"NM $8.25 (last sold 9.00, 7.50, 7.99)",1,"560,376",,2026-05-12,
Tropius 195/193 IR PAL,Paldea Evolved,$11.48,"NM $11.10 (last sold 11.99, 9.69, 11.42)",1,"497,598",,2026-05-12,
Pyroar 200/193 IR PAL,Paldea Evolved,$11.67,"NM $11.99 (last sold 13.75, 11.00, 10.77)",1,"497,603",,2026-05-12,
Jynx ex 191/165 UR MEW,Scarlet & Violet 151,$8.23,"NM $8.12 (last sold 7.37, 8.00, 7.74)",1,"517,023",,2026-05-12,
Ice Rider Calyrex VMAX 202/198 Rainbow CRE,Chilling Reign,$7.55,"NM $7.64 (last sold 9.00, 8.99, 5.46)",1,"241,702",,2026-05-12,
Weavile 228/217 IR ASC,Ascended Heroes,$7.36,"NM $7.23 (last sold 6.89, 7.99, 8.24)",1,"676,040",,2026-05-12,
Ice Rider Calyrex V 163/198 FA CRE,Chilling Reign,$4.63,"NM $4.64 (last sold 5.50, 5.07, 5.30)",1,"241,699",,2026-05-12,
Exeggutor 135/132 IR MEG,Mega Evolution,$4.46,"NM $4.94 (last sold 6.92, 5.16, 4.35)",1,"654,474",,2026-05-12,
Cottonee 090/086 IR WHT,White Flare,$6.16,"NM $7.33 (last sold 7.99, 8.99, 7.99)",1,"642,205",,2026-05-12,
Appletun 211/191 IR SSP,Surging Sparks,$7.23,"NM $7.14 (last sold 6.00, 6.32, 18.69)",1,"589,865",,2026-05-12,
Dawn Wings Necrozma GX SM101 SMP,SM101 - SM Promos,$4.86,"NM $4.51 (last sold 4.82, 4.99, 4.00)",1,"162,460",,2026-05-12,
Melony - SWSH: Crown Zenith: Galarian Gallery (CRZ:GG) GG64/GG70 CRZ:GG,,$7.31,"NM $6.94 (last sold 11.85, 7.61, 11.85)",2,"478,093",,2026-05-12,
Kartana GX - Hidden Fates: Shiny Vault (HIF:SV) SV73/SV94 HIF:SV,,$8.65,"NM $8.84 (last sold 8.99, 12.17, 12.41)",1,"197,827",,2026-05-12,
Lileep 145/142 IR SCR,Stellar Crown,$6.77,"NM $6.86 (last sold 12.97, 8.90, 5.91)",1,"567,421",,2026-05-12,
Iron Boulder (Master Ball Pattern) 046/131 PRE,Prismatic Evolutions,$6.07,"NM $6.27 (last sold 6.15, 6.12, 7.09)",1,"610,669",,2026-05-12,
Lumineon V 156/172 Alt Art BRS,Brilliant Stars,$15.63,"NM $15.50 (last sold 13.35, 10.50, 12.71)",1,"263,875",,2026-05-12,
Turtwig - SWSH: Crown Zenith: Galarian Gallery (CRZ:GG) GG31/GG70 CRZ:GG,,$9.90,"NM $11.65 (last sold 11.97, 11.70, 11.29)",1,"478,059",,2026-05-12,
Sandygast 214/193 IR PAL,Paldea Evolved,$9.54,"NM $9.66 (last sold 14.99, 10.99, 10.34)",1,"497,617",,2026-05-12,
Chimecho 179/167 IR TWM,Twilight Masquerade,$5.30,"NM $5.28 (last sold 4.05, 4.24, 12.80)",1,"550,223",,2026-05-12,
Fraxure 077/064 IR SFA,Shrouded Fable,$9.63,"NM $11.96 (last sold 9.99, 12.00, 15.61)",1,"560,388",,2026-05-12,
Path to the Peak 213/189 Rainbow ASR,Astral Radiance,$6.83,"NM $6.88 (last sold 6.70, 6.99, 6.00)",1,"272,468",,2026-05-12,
Metal Energy 237/203 Rainbow EVS,Evolving Skies,$12.34,"NM $12.36 (last sold 10.46, 11.50, 11.45)",1,"246,812",,2026-05-12,
Water Energy 124/111 Rainbow SM04,SM - Crimson Invasion,$14.78,"NM $15.30 (last sold 18.49, 18.45, 18.43)",1,"149,149",,2026-05-12,
Crispin 164/142 UR SCR,Stellar Crown,$12.99,"NM $13.17 (last sold 19.99, 19.99, 12.89)",1,"567,465",,2026-05-12,
Golem ex 189/165 UR MEW,Scarlet & Violet 151,$8.32,"NM $8.21 (last sold 5.98, 5.99, 5.41)",1,"517,021",,2026-05-12,
Kangaskhan ex 190/165 UR MEW,Scarlet & Violet 151,$7.63,"NM $7.71 (last sold 5.68, 7.43, 10.97)",1,"517,024",,2026-05-12,
Iron Leaves ex 203/162 SIR TEF,Temporal Forces,$29.87,"NM $30.09 (last sold 32.49, 29.71, 32.49)",1,"542,924",,2026-05-12,
Galarian Perrserker V 184/196 Alt Art LOR,Lost Origin,$18.94,"NM $18.60 (last sold 19.68, 18.00, 18.87)",1,"284,135",,2026-05-12,
Teal Mask Ogerpon ex 145/131 SIR PRE,Prismatic Evolutions,$22.83,"NM $23.10 (last sold 23.30, 21.98, 24.54)",1,"610,500",,2026-05-12,
Walking Wake ex 205/162 SIR TEF,Temporal Forces,$55.39,"NM $56.48 (last sold 42.99, 89.99, 69.99)",1,"542,926",,2026-05-12,
Raging Bolt ex 208/162 SIR TEF,Temporal Forces,$68.32,"NM $68.65 (last sold 69.99, 71.99, 70.99)",1,"542,929",,2026-05-12,
Lisia's Appeal 246/191 SIR SSP,Surging Sparks,$32.26,"NM $32.50 (last sold 29.76, 33.68, 33.00)",1,"589,990",,2026-05-12,
Riolu 215/198 IR SVI,Scarlet & Violet Base Set,$33.29,"NM $42.54 (last sold 45.00, 42.57, 43.00)",1,"490,074",,2026-05-12,
Mega Lopunny ex 128/094 SIR PFL,Phantasmal Flames,$20.55,"NM $20.55 (last sold 16.98, 17.30, 24.39)",1,"662,190",,2026-05-12,
Reshiram RC22/RC25 FA LTR,Radiant Collection,$91.78,"NM $176.43 (last sold 217.99, 134.87) · LP $101.80 (last sold 100.00, 110.00, 123.10) · MP $53.48 (last sold 49.90, 64.99, 60.00) · HP $34.20 (last sold 34.36, 34.05) · eBay $96.04 (last sold 83.00, 80.00, 190.00)",1,"88,712",,2026-05-12,
Zebstrika 115/086 IR WHT,White Flare,$24.40,"NM $24.80 (last sold 23.23, 26.99, 25.55)",1,"642,227",,2026-05-12,
Blacephalon GX 52/214 UR SM8,SM - Lost Thunder,$13.21,"NM $13.51 (last sold 15.99, 13.99, 19.94)",1,"178,857",,2026-05-12,
Kingambit 220/198 IR SVI,Scarlet & Violet Base Set,$9.53,"NM $9.51 (last sold 9.29, 9.60, 10.28)",1,"490,078",,2026-05-12,
Doublade 067 MEP,Mega Evolution Promo,$10.98,"NM $11.37 (last sold 10.41, 11.64, 11.70)",1,"685,497",,2026-05-13,
Exeggcute (Master Ball Pattern) 001/131 PRE,Prismatic Evolutions,$1.40,"NM $1.44 (last sold 2.00, 1.00, 2.00)",1,"610,637",,2026-05-13,
Duraludon (Master Ball Pattern) 069/131 PRE,Prismatic Evolutions,$2.19,"NM $2.07 (last sold 1.80, 2.67, 2.99)",2,"610,687",,2026-05-13,
Artazon 229/197 HR OBF,Obsidian Flames,$2.02,"NM $2.06 (last sold 5.49, 1.63, 1.47)",1,"509,990",,2026-05-13,
Bronzor (Master Ball Pattern) 066/131 PRE,Prismatic Evolutions,$1.06,"NM $1.08 (last sold 1.20, 1.99, 1.24)",1,"610,684",,2026-05-13,
Noibat (Master Ball Pattern) 090/131 PRE,Prismatic Evolutions,$1.35,"NM $1.57 (last sold 1.47, 2.98, 1.30)",2,"610,704",,2026-05-13,
Slowking (Master Ball Pattern) 019/131 PRE,Prismatic Evolutions,$1.60,"NM $1.59 (last sold 1.62, 1.60, 1.65)",1,"610,650",,2026-05-13,
Claydol 15/106 Classic Collection CCC,Classic Collection,$0.39,"NM $0.36 (last sold 0.40, 0.50, 0.30)",1,"250,333",,2026-05-13,
Galarian Perrserker SWSH008 SWSD,Sword & Shield Promo Cards,$4.52,"NM $4.71 (last sold 4.74, 4.49, 5.00)",1,"208,265",,2026-05-13,
Spiky Energy 190/159 HR JTG,Journey Together,$4.53,"NM $4.44 (last sold 4.67, 5.95, 5.09)",1,"623,617",,2026-05-13,
Explorer's Guidance 200/162 UR TEF,Temporal Forces,$1.83,"NM $1.85 (last sold 1.69, 2.00, 1.69)",1,"542,921",,2026-05-13,
Tyme 143/131 UR PRE,Prismatic Evolutions,$0.53,"NM $0.46 (last sold 0.45, 0.46, 0.40)",1,"610,498",,2026-05-13,
Vibrava 206/191 IR SSP,Surging Sparks,$2.80,"NM $2.80 (last sold 3.00, 1.99, 2.82)",1,"590,086",,2026-05-13,
Amarys 132/131 UR PRE,Prismatic Evolutions,$0.57,"NM $0.59 (last sold 0.58, 0.55, 0.75)",1,"610,487",,2026-05-13,
Snover 140/132 IR MEG,Mega Evolution,$2.15,"NM $2.15 (last sold 2.49, 2.50, 2.00)",1,"654,479",,2026-05-13,
Carkol SV068/SV122 SHFSV,Shiny Vault,$1.37,"NM $1.45 (last sold 1.50, 1.50, 1.25)",1,"232,439",,2026-05-13,
Crustle 183/182 IR PAR,Paradox Rift,$4.99,"NM $4.94 (last sold 4.68, 4.68, 3.92)",1,"523,864",,2026-05-13,
Spiritomb 148/132 IR MEG,Mega Evolution,$2.11,"NM $2.14 (last sold 2.30, 2.37, 2.29)",1,"654,487",,2026-05-13,
Sacred Charm 122/094 UR PFL,Phantasmal Flames,$0.70,"NM $0.60 (last sold 0.39, 1.00, 0.50)",2,"662,224",,2026-05-13,
Drakloak 248/217 IR ASC,Ascended Heroes,$11.59,"NM $11.58 (last sold 10.39, 10.39, 11.65)",1,"676,060",,2026-05-13,
Mega Hawlucha ex 268/217 Mega Attack Rare ASC,Ascended Heroes,$8.67,"NM $8.69 (last sold 10.19, 9.99, 8.99)",1,"676,080",,2026-05-13,
Meowth ex 107/088 UR POR,Perfect Order,$20.66,"NM $20.58 (last sold 19.97, 21.47, 21.00)",1,"684,341",,2026-05-13,
